iter	Passed	Remaining
435	7904	19290
436	7918	19260
437	7931	19232
438	7947	19209
439	7970	19202
440	7981	19166
441	7995	19139
442	8009	19110
443	8074	19204
444	8115	19239
445	8151	19263
446	8185	19283
447	8201	19260
448	8216	19232
449	8231	19206
450	8246	19179
451	8260	19151
452	8273	19122
453	8289	19098
454	8305	19074
455	8321	19052
456	8336	19025
457	8351	19001
458	8367	18977
459	8383	18953
460	8397	18926
461	8416	18910
462	8429	18880
463	8444	18855
464	8460	18830
465	8478	18812
466	8490	18781
467	8514	18776
468	8531	18753
469	8547	18732
470	8559	18700
471	8571	18668
472	8586	18642
473	8605	18626
474	8621	18603
475	8634	18575
476	8649	18549
477	8662	18522
478	8675	18491
479	8687	18461
480	8699	18429
481	8715	18407
482	8727	18376
483	8741	18349
484	8763	18341
485	8776	18310
486	8788	18280
487	8801	18251
488	8813	18221
489	8827	18196
490	8840	18167
491	8851	18135
492	8865	18107
493	8877	18078
494	8890	18050
495	8905	18025
496	8920	18002
497	8933	17974
498	8945	17944
499	8959	17919
500	8971	17888
501	8993	17878
502	9015	17870
503	9029	17844
504	9044	17819
505	9059	17796
506	9070	17765
507	9083	17736
508	9098	17714
509	9112	17688
510	9123	17657
511	9136	17631
512	9149	17603
513	9163	17578
514	9174	17547
515	9188	17522
516	9202	17497
517	9214	17468
518	9225	17437
519	9239	17413
520	9251	17383
521	9264	17358
522	9276	17328
523	9289	17302
524	9302	17275
525	9316	17252
526	9328	17222
527	9341	17196
528	9354	17170
529	9367	17143
530	9378	17113
531	9391	17087
532	9402	17059
533	9416	17033
534	9426	17003
535	9442	16981
536	9454	16954
537	9470	16935
538	9483	16908
539	9498	16885
540	9509	16857
541	9524	16834
542	9536	16808
543	9550	16782
544	9560	16753
545	9573	16726
546	9585	16700
547	9601	16680
548	9615	16656
549	9629	16632
550	9639	16603
551	9652	16577
552	9663	16549
553	9676	16522
554	9688	16495
555	9700	16470
556	9713	16444
557	9725	16418
558	9736	16390
559	9751	16368
560	9764	16343
561	9777	16319
562	9788	16290
563	9800	16265
564	9812	16237
565	9828	16219
566	9840	16191
567	9852	16166
568	9864	16140
569	9881	16122
570	9894	16097
571	9907	16074
572	9917	16045
573	9932	16024
574	9946	16000
575	9958	15975
576	9968	15946
577	9982	15923
578	9994	15898
579	10008	15875
580	10025	15857
581	10042	15839
582	10052	15810
583	10064	15786
584	10076	15760
585	10091	15739
586	10101	15711
587	10115	15688
588	10128	15665
589	10141	15642
590	10154	15618
591	10166	15592
592	10177	15566
593	10190	15543
594	10201	15517
595	10214	15492
596	10227	15469
597	10240	15446
598	10251	15420
599	10263	15395
600	10275	15370
601	10293	15354
602	10306	15332
603	10320	15310
604	10331	15283
605	10343	15258
606	10356	15236
607	10371	15215
608	10384	15193
609	10396	15168
610	10407	15142
611	10423	15123
612	10436	15101
613	10448	15077
614	10459	15051
615	10474	15031
616	10487	15008
617	10500	14986
618	10510	14959
619	10524	14937
620	10539	14918
621	10555	14899
622	10570	14880
623	10583	14858
624	10594	14832
625	10606	14809
626	10618	14784
627	10631	14762
628	10645	14740
629	10657	14716
630	10669	14693
631	10683	14673
632	10694	14647
633	10708	14626
634	10720	14603
635	10735	14583
636	10748	14561
637	10763	14542
638	10773	14516
639	10786	14494
640	10800	14473
641	10815	14454
642	10827	14431
643	10842	14412
644	10853	14387
645	10868	14367
646	10880	14344
647	10894	14323
648	10904	14298
649	10917	14276
650	10929	14253
651	10943	14232
652	10954	14208
653	10969	14189
654	10985	14171
655	10998	14150
656	11011	14129
657	11026	14109
658	11036	14084
659	11048	14062
660	11064	14044
661	11080	14026
662	11092	14003
663	11105	13982
664	11119	13961
665	11134	13943
666	11146	13920
667	11161	13901
668	11172	13878
669	11185	13856
670	11196	13832
671	11210	13812
672	11223	13791
673	11235	13769
674	11245	13744
675	11259	13724
676	11272	13703
677	11286	13683
678	11298	13660
679	11314	13643
680	11326	13621
681	11340	13601
682	11349	13576
683	11362	13555
684	11375	13533
685	11389	13514
686	11403	13494
687	11415	13472
688	11426	13449
689	11438	13428
690	11450	13406
691	11466	13388
692	11478	13366
693	11492	13346
694	11505	13326
695	11520	13308
696	11533	13287
697	11544	13265
698	11558	13244
699	11573	13226
700	11587	13207
701	11602	13189
702	11614	13166
703	11627	13147
704	11639	13125
705	11653	13105
706	11668	13087
707	11681	13067
708	11692	13045
709	11707	13026
710	11719	13004
711	11732	12985
712	11742	12961
713	11755	12941
714	11767	12919
715	11781	12899
716	11790	12876
717	11808	12861
718	11821	12840
719	11834	12820
720	11848	12801
721	11864	12784
722	11874	12761
723	11886	12740
724	11899	12719
725	11912	12699
726	11924	12678
727	11939	12661
728	11952	12641
729	11966	12621
730	11980	12602
731	11996	12586
732	12007	12564
733	12019	12543
734	12030	12521
735	12044	12502
736	12055	12480
737	12069	12461
738	12082	12442
739	12098	12425
740	12112	12407
741	12125	12387
742	12136	12364
743	12149	12345
744	12161	12325
745	12175	12305
746	12185	12283
747	12198	12263
748	12211	12243
749	12224	12224
750	12234	12201
751	12247	12181
752	12258	12160
753	12271	12141
754	12281	12118
755	12294	12098
756	12306	12078
757	12320	12059
758	12333	12040
759	12345	12020
760	12358	12001
761	12372	11982
762	12384	11962
763	12396	11942
764	12407	11920
765	12420	11901
766	12431	11880
767	12443	11860
768	12456	11840
769	12469	11821
770	12479	11800
771	12494	11782
772	12508	11763
773	12522	11745
774	12535	11726
775	12548	11707
776	12558	11685
777	12574	11669
778	12587	11649
779	12604	11634
780	12618	11616
781	12633	11599
782	12644	11579
783	12657	11559
784	12669	11540
785	12683	11521
786	12695	11502
787	12708	11482
788	12720	11463
789	12736	11447
790	12749	11427
791	12764	11410
792	12780	11394
793	12791	11374
794	12804	11354
795	12817	11336
796	12832	11319
797	12848	11303
798	12864	11286
799	12879	11269
800	12889	11248
801	12904	11230
802	12915	11210
803	12930	11193
804	12946	11177
805	12959	11158
806	12969	11137
807	12984	11120
808	12996	11101
809	13010	11082
810	13020	11061
811	13044	11052
812	13055	11032
813	13068	11013
814	13081	10995
815	13095	10977
816	13109	10959
817	13128	10945
818	13141	10927
819	13152	10907
820	13169	10891
821	13186	10876
822	13200	10859
823	13216	10842
824	13229	10824
825	13244	10806
826	13255	10787
827	13267	10768
828	13279	10748
829	13292	10730
830	13306	10712
831	13320	10694
832	13331	10674
833	13345	10656
834	13357	10637
835	13368	10618
836	13382	10600
837	13396	10582
838	13407	10562
839	13423	10546
840	13433	10526
841	13449	10510
842	13460	10490
843	13479	10476
844	13490	10457
845	13504	10439
846	13515	10419
847	13528	10401
848	13543	10384
849	13557	10367
850	13569	10348
851	13581	10329
852	13594	10311
853	13606	10292
854	13620	10275
855	13637	10260
856	13650	10241
857	13661	10222
858	13672	10202
859	13686	10185
860	13697	10165
861	13713	10150
862	13725	10130
863	13738	10113
864	13750	10094
865	13764	10076
866	13775	10057
867	13788	10039
868	13800	10020
869	13813	10002
870	13828	9986
871	13850	9974
872	13863	9957
873	13887	9946
874	13904	9931
875	13937	9928
876	13971	9925
877	14035	9943
878	14090	9954
879	14138	9960
880	14236	10002
881	14294	10016
882	14317	10004
883	14337	9990
884	14353	9974
885	14372	9959
886	14388	9943
887	14413	9933
888	14448	9930
889	14479	9924
890	14497	9909
891	14547	9915
892	14580	9911
893	14633	9919
894	14678	9922
895	14773	9959
896	14796	9946
897	14826	9939
898	14864	9937
899	14889	9926
900	14900	9906
901	14919	9890
902	14932	9872
903	14946	9854
904	14974	9845
905	14994	9830
906	15014	9816
907	15032	9800
908	15062	9792
909	15079	9776
910	15094	9759
911	15112	9743
912	15131	9728
913	15148	9712
914	15159	9692
915	15249	9722
916	15291	9722
917	15333	9721
918	15356	9708
919	15373	9691
920	15388	9674
921	15406	9658
922	15424	9642
923	15438	9624
924	15452	9605
925	15466	9587
926	15481	9569
927	15501	9554
928	15516	9537
929	15533	9520
930	15548	9502
931	15565	9486
932	15581	9468
933	15600	9453
934	15620	9439
935	15679	9447
936	15705	9436
937	15754	9439
938	15803	9441
939	15842	9437
940	15877	9431
941	15895	9415
942	15910	9397
943	15927	9380
944	15940	9362
945	15959	9346
946	15972	9327
947	15985	9308
948	15999	9289
949	16035	9283
950	16068	9276
951	16127	9283
952	16156	9273
953	16199	9271
954	16272	9286
955	16295	9272
956	16325	9263
957	16358	9255
958	16399	9251
959	16428	9240
960	16443	9222
961	16465	9208
962	16482	9190
963	16526	9188
964	16564	9183
965	16582	9166
966	16606	9153
967	16629	9139
968	16647	9122
969	16677	9112
970	16696	9096
971	16727	9086
972	16744	9069
973	16769	9056
974	16784	9037
975	16845	9044
976	16971	9084
977	17087	9120
978	17238	9173
979	17625	9352
980	17719	9374
981	17790	9384
982	17833	9379
983	17863	9367
984	17894	9356
985	17923	9343
986	17950	9329
987	17970	9312
988	17993	9296
989	18013	9279
990	18035	9263
991	18059	9247
992	18077	9229
993	18097	9212
994	18130	9201
995	18149	9184
996	18166	9165
997	18194	9151
998	18216	9135
999	18462	9231
1000	18586	9265
1001	18663	9275
1002	18694	9263
1003	18724	9250
1004	18747	9234
1005	18770	9217
1006	18793	9200
1007	18811	9181
1008	18831	9163
1009	18849	9144
1010	18867	9125
1011	18894	9111
1012	18929	9100
1013	18961	9088
1014	18996	9076
1015	19022	9061
1016	19054	9049
1017	19091	9039
1018	19118	9024
1019	19143	9008
1020	19159	8988
1021	19192	8976
1022	19210	8957
1023	19232	8940
1024	19258	8924
1025	19305	8918
1026	19385	8928
1027	19411	8912
1028	19439	8897
1029	19460	8880
1030	19488	8865
1031	19507	8846
1032	19526	8827
1033	19550	8811
1034	19577	8795
1035	19609	8782
1036	19637	8767
1037	19659	8750
1038	19685	8734
1039	19705	8715
1040	19720	8695
1041	19737	8675
1042	19753	8655
1043	19774	8637
1044	19829	8633
1045	19973	8669
1046	20000	8653
1047	20072	8657
1048	20141	8659
1049	20264	8684
1050	20913	8934
1051	21031	8956
1052	21353	9064
1053	21594	9137
1054	21702	9154
1055	21795	9164
1056	21874	9167
1057	21912	9154
1058	21989	9156
1059	22032	9145
1060	22054	9125
1061	22086	9108
1062	22120	9093
1063	22137	9071
1064	22166	9053
1065	22187	9033
1066	22213	9014
1067	22231	8992
1068	22252	8971
1069	22280	8953
1070	22299	8932
1071	22323	8912
1072	22346	8892
1073	22365	8871
1074	22392	8853
1075	22413	8831
1076	22444	8815
1077	22462	8793
1078	22484	8773
1079	22509	8753
1080	22527	8731
1081	22547	8710
1082	22565	8688
1083	22594	8670
1084	22617	8650
1085	22641	8631
1086	22658	8608
1087	22680	8588
1088	22710	8571
1089	22728	8549
1090	22753	8530
1091	22777	8510
1092	22795	8488
1093	22817	8468
1094	22842	8448
1095	22859	8426
1096	22886	8407
1097	22907	8386
1098	22927	8365
1099	22952	8346
1100	22974	8326
1101	22994	8304
1102	23020	8285
1103	23041	8264
1104	23059	8242
1105	23084	8223
1106	23108	8203
1107	23136	8185
1108	23156	8164
1109	23178	8143
1110	23205	8124
1111	23231	8106
1112	23253	8085
1113	23277	8065
1114	23300	8045
1115	23320	8024
1116	23343	8003
1117	23368	7984
1118	23398	7966
1119	23432	7950
1120	23471	7935
1121	23504	7918
1122	23544	7904
1123	23578	7887
1124	23607	7869
1125	23631	7849
1126	23660	7830
1127	23701	7816
1128	23750	7804
1129	23782	7787
1130	23811	7768
1131	23832	7747
1132	23851	7726
1133	23875	7706
1134	23898	7685
1135	23916	7663
1136	23950	7646
1137	23974	7626
1138	23996	7605
1139	24028	7588
1140	24049	7566
1141	24071	7546
1142	24094	7525
1143	24119	7505
1144	24143	7485
1145	24168	7465
1146	24195	7446
1147	24224	7427
1148	24244	7406
1149	24273	7387
1150	24308	7370
1151	24327	7348
1152	24346	7327
1153	24374	7307
1154	24397	7287
1155	24418	7266
1156	24444	7246
1157	24469	7226
1158	24493	7206
1159	24512	7184
1160	24540	7165
1161	24561	7144
1162	24580	7122
1163	24607	7103
1164	24628	7081
1165	24651	7061
1166	24670	7039
1167	24696	7019
1168	25086	7103
1169	25136	7089
1170	25159	7068
1171	25182	7047
1172	25222	7031
1173	25242	7009
1174	25263	6987
1175	25286	6966
1176	25309	6945
1177	25335	6925
1178	25359	6904
1179	25386	6884
1180	25414	6864
1181	25442	6845
1182	25462	6822
1183	25489	6802
1184	25512	6781
1185	25531	6759
1186	25558	6739
1187	25583	6718
1188	25613	6699
1189	25631	6677
1190	25658	6657
1191	25680	6635
1192	25699	6613
1193	25729	6593
1194	25753	6573
1195	25777	6552
1196	25794	6529
1197	25813	6507
1198	25830	6484
1199	25852	6463
1200	25876	6442
1201	25892	6419
1202	25921	6399
1203	25941	6377
1204	25958	6354
1205	25978	6333
1206	26005	6312
1207	26022	6290
1208	26051	6270
1209	26070	6248
1210	26092	6226
1211	26120	6206
1212	26143	6185
1213	26368	6212
1214	26390	6190
1215	26414	6169
1216	26438	6148
1217	26457	6125
1218	26487	6105
1219	26512	6084
1220	26535	6063
1221	26559	6042
1222	26590	6022
1223	26674	6014
1224	26735	6001
1225	26789	5987
1226	26885	5981
1227	26922	5963
1228	26965	5946
1229	27000	5926
1230	27020	5904
1231	27048	5883
1232	27068	5861
1233	27097	5841
1234	27115	5818
1235	27143	5797
1236	27163	5775
1237	27197	5755
1238	27217	5733
1239	27247	5713
1240	27266	5690
1241	27290	5668
1242	27310	5646
1243	27338	5625
1244	27362	5604
1245	27384	5582
1246	27411	5561
1247	27441	5541
1248	27462	5518
1249	27482	5496
1250	27509	5475
1251	27541	5455
1252	27563	5433
1253	27593	5413
1254	27615	5391
1255	27658	5373
1256	27702	5355
1257	27730	5334
1258	27758	5313
1259	27777	5290
1260	27797	5268
1261	27814	5245
1262	27840	5224
1263	27861	5202
1264	27885	5180
1265	27904	5157
1266	27926	5135
1267	27944	5112
1268	27970	5091
1269	28306	5126
1270	28364	5110
1271	28393	5089
1272	28416	5067
1273	28438	5044
1274	28466	5023
1275	28500	5003
1276	28525	4981
1277	28548	4959
1278	28567	4936
1279	28586	4913
1280	28614	4891
1281	28633	4868
1282	28666	4848
1283	28690	4826
1284	28716	4804
1285	28735	4781
1286	28765	4760
1287	28792	4739
1288	28831	4719
1289	28858	4697
1290	28884	4676
1291	28911	4654
1292	28931	4631
1293	28960	4610
1294	28985	4588
1295	29010	4566
1296	29041	4545
1297	29064	4523
1298	29087	4500
1299	29111	4478
1300	29133	4456
1301	29159	4434
1302	29189	4413
1303	29208	4390
1304	29226	4367
1305	29251	4345
1306	29275	4322
1307	29293	4299
1308	29324	4278
1309	29355	4257
1310	29377	4235
1311	29402	4213
1312	29421	4190
1313	29441	4167
1314	29473	4146
1315	29517	4127
1316	29539	4104
1317	29559	4081
1318	29582	4059
1319	29602	4036
1320	29622	4013
1321	29648	3991
1322	29675	3970
1323	29696	3947
1324	29719	3925
1325	29750	3903
1326	29783	3882
1327	29802	3859
1328	29821	3837
1329	29846	3815
1330	29871	3792
1331	29891	3770
1332	29910	3747
1333	29941	3725
1334	29964	3703
1335	29981	3680
1336	30006	3658
1337	30031	3636
1338	30065	3615
1339	30095	3593
1340	30115	3570
1341	30141	3548
1342	30171	3527
1343	30196	3504
1344	30239	3484
1345	30279	3464
1346	30313	3443
1347	30344	3421
1348	30409	3403
1349	30445	3382
1350	30492	3362
1351	30528	3341
1352	30569	3321
1353	30593	3298
1354	30625	3277
1355	30658	3255
1356	30689	3233
1357	30718	3212
1358	30741	3189
1359	30770	3167
1360	30791	3144
1361	30821	3122
1362	30847	3100
1363	30872	3078
1364	30899	3055
1365	30986	3039
1366	31105	3026
1367	31218	3012
1368	31265	2991
1369	31298	2969
1370	31336	2948
1371	31369	2926
1372	31396	2904
1373	31434	2882
1374	31462	2860
1375	31487	2837
1376	31515	2815
1377	31547	2793
1378	31567	2769
1379	31598	2747
1380	31628	2725
1381	31662	2703
1382	31685	2680
1383	31719	2658
1384	31750	2636
1385	31785	2614
1386	31813	2591
1387	31844	2569
1388	31876	2547
1389	31898	2524
1390	31929	2502
1391	31959	2479
1392	31989	2457
1393	32029	2435
1394	32081	2414
1395	32129	2393
1396	32166	2371
1397	32228	2351
1398	32264	2329
1399	32310	2307
1400	32331	2284
1401	32357	2261
1402	32395	2239
1403	32420	2216
1404	32442	2193
1405	32462	2170
1406	32481	2146
1407	32506	2124
1408	32523	2100
1409	32542	2077
1410	32560	2053
1411	32586	2030
1412	32616	2008
1413	32653	1985
1414	32690	1963
1415	32792	1945
1416	32869	1925
1417	32924	1903
1418	32985	1882
1419	33043	1861
1420	33087	1839
1421	33156	1818
1422	33187	1795
1423	33248	1774
1424	33304	1752
1425	33370	1731
1426	33405	1708
1427	33434	1685
1428	33458	1662
1429	33487	1639
1430	33521	1616
1431	33547	1593
1432	33571	1569
1433	33593	1546
1434	33615	1522
1435	33643	1499
1436	33673	1476
1437	33704	1453
1438	33731	1429
1439	33758	1406
1440	33813	1384
1441	33843	1361
1442	33880	1338
1443	33933	1315
1444	33981	1293
1445	34013	1270
1446	34036	1246
1447	34066	1223
1448	34096	1200
1449	34129	1176
1450	34167	1153
1451	34200	1130
1452	34229	1107
1453	34249	1083
1454	34273	1059
1455	34293	1036
1456	34321	1012
1457	34343	989
1458	34365	965
1459	34381	941
1460	34413	918
1461	34444	895
1462	34880	882
1463	34928	858
1464	34977	835
1465	35020	812
1466	35596	800
1467	35720	778
1468	35799	755
1469	35820	731
1470	35871	707
1471	35970	684
1472	36011	660
1473	36026	635
1474	36050	611
1475	36070	586
1476	36091	562
1477	36111	537
1478	36132	513
1479	36153	488
1480	36177	464
1481	36275	440
1482	36376	416
1483	36441	392
1484	36491	368
1485	36516	344
1486	36534	319
1487	36566	294
1488	36589	270
1489	36621	245
1490	36641	221
1491	36684	196
1492	36729	172
1493	36749	147
1494	36771	122
1495	36794	98
1496	36819	73
1497	36844	49
1498	36877	24
1499	36900	0
