iter	Logloss
476	0.1386824682
477	0.1386045243
478	0.1385024492
479	0.1383446968
480	0.138103791
481	0.1380442037
482	0.1379506095
483	0.137781042
484	0.1376722776
485	0.1375054753
486	0.1373731046
487	0.1372430251
488	0.1371420383
489	0.1370126473
490	0.1368813053
491	0.1367760105
492	0.136651149
493	0.1365860529
494	0.136317467
495	0.1361032648
496	0.1360028704
497	0.1358571713
498	0.1357801654
499	0.1356842214
500	0.1355968621
501	0.135523357
502	0.1354214858
503	0.1353790343
504	0.1352980226
505	0.1350539719
506	0.135023916
507	0.1348601701
508	0.134734398
509	0.1346131141
510	0.1345494316
511	0.1344506402
512	0.1343078143
513	0.1341941846
514	0.1341053738
515	0.1340323252
516	0.1339405328
517	0.133888218
518	0.1337893496
519	0.1337107959
520	0.1336475723
521	0.1335729997
522	0.1334170988
523	0.1333467236
524	0.133268064
525	0.1332353207
526	0.133098283
527	0.1328913696
528	0.1328161689
529	0.1326984577
530	0.1326307508
531	0.1325807912
532	0.1324847686
533	0.1323861922
534	0.1322818972
535	0.132185487
536	0.1321195662
537	0.132017243
538	0.1319239152
539	0.1318369987
540	0.1318001805
541	0.1317355128
542	0.1316606138
543	0.1315076992
544	0.1314542967
545	0.1312680327
546	0.1311782043
547	0.1310940736
548	0.131018425
549	0.1309873733
550	0.1309203369
551	0.1308546396
552	0.130820149
553	0.1307400751
554	0.1305732383
555	0.1305323942
556	0.1304364938
557	0.1303232088
558	0.13022651
559	0.1301004173
560	0.1299318029
561	0.1298773668
562	0.1298288324
563	0.1296970762
564	0.1294985521
565	0.129377972
566	0.1292094488
567	0.1291160089
568	0.1290551792
569	0.1289561643
570	0.1288603354
571	0.128750867
572	0.1285933778
573	0.1285243216
574	0.1283903845
575	0.1283080073
576	0.128267432
577	0.1281550008
578	0.1280867159
579	0.1279638503
580	0.1278850604
581	0.1277786732
582	0.1277153206
583	0.1276354525
584	0.1275859928
585	0.1275020491
586	0.1273908225
587	0.1271990427
588	0.1271281109
589	0.1270726149
590	0.1270068036
591	0.1269525931
592	0.1268229268
593	0.1267428202
594	0.1266731492
595	0.1265960286
596	0.1264712836
597	0.1264060471
598	0.1263292755
599	0.126226052
600	0.1261743475
601	0.1261313735
602	0.1260723157
603	0.1259840799
604	0.125929397
605	0.1258921032
606	0.12579769
607	0.1256959349
608	0.1255752002
609	0.1254997749
610	0.125424611
611	0.1253879088
612	0.1253081791
613	0.1252556525
614	0.1251661633
615	0.1250731075
616	0.1250108736
617	0.1249405744
618	0.1247527441
619	0.1246208207
620	0.1245597416
621	0.1242403108
622	0.1241458835
623	0.1241259352
624	0.1240642325
625	0.1238220595
626	0.1237503443
627	0.1235538546
628	0.1234575828
629	0.1233715859
630	0.1232711925
631	0.1231628981
632	0.1230115449
633	0.1229422017
634	0.1228588393
635	0.1227808417
636	0.1227111567
637	0.1226314172
638	0.1225744473
639	0.1224971049
640	0.1224243254
641	0.1222530226
642	0.1221863639
643	0.1221350097
644	0.1220833971
645	0.1220513771
646	0.1219696888
647	0.1219133148
648	0.1218433725
649	0.1217421481
650	0.1215849782
651	0.1215375911
652	0.1214655509
653	0.1213553047
654	0.1212677035
655	0.121172641
656	0.1211110396
657	0.1210548944
658	0.1209798452
659	0.1208742525
660	0.1207514051
661	0.1206032336
662	0.1205293554
663	0.1204704459
664	0.1203806533
665	0.1202949066
666	0.1201705213
667	0.1200405015
668	0.1199360041
669	0.1198591704
670	0.1197751933
671	0.1196476994
672	0.1195715585
673	0.1191431566
674	0.1190713029
675	0.1189744367
676	0.1188678678
677	0.1187499299
678	0.1187044263
679	0.1186000086
680	0.1185401563
681	0.1184909418
682	0.1184291023
683	0.1183984706
684	0.1183312349
685	0.1182255514
686	0.1181602551
687	0.1181404213
688	0.1180735188
689	0.1180288999
690	0.1178562817
691	0.1177633593
692	0.1176872432
693	0.117544751
694	0.1175004021
695	0.1173847719
696	0.117278037
697	0.1171800797
698	0.1171060504
699	0.1170640921
700	0.1170429294
701	0.1169676863
702	0.1168959365
703	0.1167914339
704	0.1167395887
705	0.1166988246
706	0.1165410448
707	0.1164124053
708	0.1163240632
709	0.1162955059
710	0.1162356534
711	0.1161634269
712	0.1161018543
713	0.1160401313
714	0.1159716206
715	0.1159071042
716	0.1158553313
717	0.1157001055
718	0.1156192261
719	0.1155006779
720	0.1154340284
721	0.1153440424
722	0.1152824185
723	0.115245406
724	0.1152022429
725	0.1151221211
726	0.1149645642
727	0.1148598063
728	0.114799843
729	0.1146775089
730	0.11462569
731	0.1145435759
732	0.1144352249
733	0.114413015
734	0.1143867858
735	0.1143044158
736	0.1142684496
737	0.1142052335
738	0.1140533263
739	0.1139839712
740	0.1139008169
741	0.1138588295
742	0.1138214778
743	0.1137805258
744	0.1136767565
745	0.11350172
746	0.1134378044
747	0.113354474
748	0.1132738262
749	0.1132195658
750	0.1131893466
751	0.1131590759
752	0.1131128538
753	0.1130487193
754	0.1129882973
755	0.1128111633
756	0.1127074734
757	0.1126560491
758	0.1125474984
759	0.1124389851
760	0.1123686353
761	0.1122640442
762	0.1121814954
763	0.1121141226
764	0.1120034713
765	0.1119699173
766	0.1119391706
767	0.1118992605
768	0.1118041113
769	0.111780133
770	0.1117215758
771	0.1116957313
772	0.1116580057
773	0.1115352959
774	0.1114344793
775	0.1112980141
776	0.1112617511
777	0.1112237242
778	0.111184641
779	0.1110464436
780	0.1109448379
781	0.1107937383
782	0.1107588723
783	0.1106418798
784	0.1105688897
785	0.1105277349
786	0.1104833709
787	0.110440906
788	0.1104095738
789	0.1102989444
790	0.1102379118
791	0.1101699401
792	0.1100844128
793	0.1100232226
794	0.1099787232
795	0.1099141577
796	0.1098721783
797	0.1098330416
798	0.1097887353
799	0.1097535811
800	0.1096926527
801	0.1096383026
802	0.1095897309
803	0.1094978913
804	0.1094500778
805	0.1094029569
806	0.1093316362
807	0.1092686679
808	0.1091326654
809	0.1090546313
810	0.1090206134
811	0.1089533582
812	0.1087776378
813	0.1086798642
814	0.1085495814
815	0.1084096819
816	0.1083793212
817	0.1083468338
818	0.1082796155
819	0.108182788
820	0.1080359096
821	0.1079871043
822	0.1079206682
823	0.1078493812
824	0.1077728535
825	0.1076886188
826	0.1076475735
827	0.1076235467
828	0.1075848813
829	0.1075250062
830	0.1074775909
831	0.1073837226
832	0.1073311944
833	0.1072536672
834	0.1071876224
835	0.1071334423
836	0.1070486835
837	0.1070104033
838	0.1069218804
839	0.1068388407
840	0.1067616042
841	0.1066643498
842	0.106604834
843	0.106536806
844	0.1064882332
845	0.1064038031
846	0.1063660423
847	0.1063073357
848	0.1061572288
849	0.1060710055
850	0.105975943
851	0.1058858769
852	0.1058598867
853	0.1058259725
854	0.1057611176
855	0.105587087
856	0.1055533717
857	0.1054958032
858	0.1054483607
859	0.1054163132
860	0.1053467547
861	0.1053013585
862	0.105213869
863	0.1051402759
864	0.1050953352
865	0.105069474
866	0.1050392623
867	0.104978066
868	0.1049323812
869	0.104885246
870	0.1047619028
871	0.10467029
872	0.1046291669
873	0.1045334071
874	0.1044823809
875	0.104360182
876	0.1042854531
877	0.1041413849
878	0.1040688926
879	0.104012441
880	0.1039540398
881	0.1038792129
882	0.1038234887
883	0.1037681331
884	0.1037044816
885	0.1035503382
886	0.1035240063
887	0.1034338823
888	0.1033976478
889	0.1032998183
890	0.1032028111
891	0.1031317547
892	0.1030254499
893	0.1029429538
894	0.1028055567
895	0.1027457606
896	0.1027172132
897	0.1026501674
898	0.1025884512
899	0.1025380281
900	0.1024799997
901	0.1024213601
902	0.102368396
903	0.1022481809
904	0.102170759
905	0.1021039542
906	0.1020763006
907	0.1019800408
908	0.1019517144
909	0.1018802664
910	0.1018331678
911	0.1017840635
912	0.1017074003
913	0.1016588103
914	0.1015899208
915	0.1014793314
916	0.1013911148
917	0.1012444853
918	0.101137613
919	0.1010359932
920	0.1009283331
921	0.1008730287
922	0.1007981087
923	0.1006918333
924	0.1006309233
925	0.1005381335
926	0.1004442672
927	0.1003752217
928	0.1003149476
929	0.1001866956
930	0.1001540267
931	0.1000684527
932	0.09996004948
933	0.09989577844
934	0.09984147336
935	0.09979455178
936	0.09975480165
937	0.09972443318
938	0.09968471202
939	0.09965017481
940	0.09957776749
941	0.09951008031
942	0.09944485897
943	0.09937433961
944	0.09933265985
945	0.09922645749
946	0.09916527936
947	0.09913898614
948	0.09910766415
949	0.09904124158
950	0.09896808658
951	0.09887933444
952	0.0988127575
953	0.09874149511
954	0.09865740303
955	0.09853314386
956	0.09846898579
957	0.09838765388
958	0.09832555202
959	0.09823131036
960	0.09818856125
961	0.09813099172
962	0.09801046223
963	0.09789990254
964	0.09785629569
965	0.09780776585
966	0.09774886978
967	0.09769643772
968	0.0976315621
969	0.09758578042
970	0.09752399266
971	0.09748856097
972	0.09741724771
973	0.09729822747
974	0.09726432993
975	0.09717107613
976	0.09708609496
977	0.0970156608
978	0.09696595794
979	0.09690426293
980	0.09682047724
981	0.09676072143
982	0.09668105298
983	0.09662700282
984	0.09652375312
985	0.09646511549
986	0.09641555075
987	0.09633800486
988	0.09626697949
989	0.09623816826
990	0.09618617683
991	0.09605685999
992	0.09600272061
993	0.09596557337
994	0.09586987951
995	0.09580493145
996	0.0957545646
997	0.09568660542
998	0.09563325538
999	0.09558417421
1000	0.09553384016
1001	0.09540970563
1002	0.09535122968
1003	0.09531220391
1004	0.09527173663
1005	0.09523644113
1006	0.09516875228
1007	0.09505531387
1008	0.09500095473
1009	0.09490359483
1010	0.09475767403
1011	0.09470575795
1012	0.09467145401
1013	0.094629957
1014	0.0945320275
1015	0.09448372293
1016	0.094449257
1017	0.09440624397
1018	0.09432600363
1019	0.09424436531
1020	0.09418765552
1021	0.09414589637
1022	0.09409629202
1023	0.09405405195
1024	0.09399428641
1025	0.09392320673
1026	0.09387673821
1027	0.09379202209
1028	0.09373325995
1029	0.09366498631
1030	0.09354452205
1031	0.0934960089
1032	0.09347017401
1033	0.09341337364
1034	0.09336574538
1035	0.09330852094
1036	0.09325478824
1037	0.09321692294
1038	0.09314762483
1039	0.0930342644
1040	0.09296537798
1041	0.09292772926
1042	0.09287265052
1043	0.09276032507
1044	0.09267921336
1045	0.09264476858
1046	0.0925611613
1047	0.09248278967
1048	0.09243836836
1049	0.09238331442
1050	0.09229940046
1051	0.09221260243
1052	0.09216935077
1053	0.09209241736
1054	0.09206601597
1055	0.09202100366
1056	0.09193430769
1057	0.09185435696
1058	0.09178546907
1059	0.0917254195
1060	0.09167861079
1061	0.09161593977
1062	0.0915672781
1063	0.09147257665
1064	0.09139532662
1065	0.09135285903
1066	0.0913212005
1067	0.09125066253
1068	0.09118403395
1069	0.09111560845
1070	0.09104102813
1071	0.0909899191
1072	0.09093268717
1073	0.09083481189
1074	0.09076566576
1075	0.09072714069
1076	0.09064891784
1077	0.0905799248
1078	0.09050860895
1079	0.09043854708
1080	0.09035517316
1081	0.09029015723
1082	0.09024583444
1083	0.09014464124
1084	0.09009409458
1085	0.09005306451
1086	0.08997658655
1087	0.08990218922
1088	0.08984836353
1089	0.08978018905
1090	0.08971443819
1091	0.08961573363
1092	0.08955230022
1093	0.08949168527
1094	0.08941981142
1095	0.0893475159
1096	0.08928104143
1097	0.08920904754
1098	0.08915719869
1099	0.08910756796
1100	0.08899062939
1101	0.0889096204
1102	0.08873877853
1103	0.08868005776
1104	0.08863833227
1105	0.08857861602
1106	0.08849622817
1107	0.08844494232
1108	0.08835502405
1109	0.08830843055
1110	0.08827157879
1111	0.08820777652
1112	0.08816748721
1113	0.08807912962
1114	0.08800902153
1115	0.08794999359
1116	0.08789303503
1117	0.08783217391
1118	0.08779271319
1119	0.08767908506
1120	0.08763683016
1121	0.08759909212
1122	0.08753878106
1123	0.08746415304
1124	0.08740217425
1125	0.08736421493
1126	0.08728739226
1127	0.08722080287
1128	0.08715483761
1129	0.08707634387
1130	0.08703077693
1131	0.08696369327
1132	0.08689253432
1133	0.08682132215
1134	0.0867956062
1135	0.0866712849
1136	0.08661649298
1137	0.08655437045
1138	0.08650051409
1139	0.08646033082
1140	0.08640791537
1141	0.08635663677
1142	0.08630306244
1143	0.08626082858
1144	0.08620748742
1145	0.0860842637
1146	0.08603251738
1147	0.08598347184
1148	0.08588019749
1149	0.08578902164
1150	0.0857144837
1151	0.08565518053
1152	0.08560179528
1153	0.08547601744
1154	0.08538053177
1155	0.08531210409
1156	0.08525198609
1157	0.08521464176
1158	0.08514633736
1159	0.08510092523
1160	0.08500410848
1161	0.08493033851
1162	0.08486036269
1163	0.08481721721
1164	0.0847397534
1165	0.08468451723
1166	0.08460955864
1167	0.08455770282
1168	0.08450467719
1169	0.08443470656
1170	0.08437608547
1171	0.08432200932
1172	0.08427126524
1173	0.08420928316
1174	0.08418051617
1175	0.08413580884
1176	0.08402773346
1177	0.08395267709
1178	0.08389633521
1179	0.08380009169
1180	0.08374093999
1181	0.0836911583
1182	0.08361851526
1183	0.08353555919
1184	0.0834783259
1185	0.08340827493
1186	0.0833506851
1187	0.08329329727
1188	0.08325582142
1189	0.08322552031
1190	0.08318748904
1191	0.0830940006
1192	0.08301382901
1193	0.08295460893
1194	0.08288351925
1195	0.08282208516
1196	0.08276619296
1197	0.08269779311
1198	0.08263354443
1199	0.0826000314
1200	0.08250972444
1201	0.08246340781
1202	0.08243263914
1203	0.08238848018
1204	0.08231058052
1205	0.08225464942
1206	0.08221807805
1207	0.08215653392
1208	0.08212525205
1209	0.08206352652
1210	0.08201560238
1211	0.08193672842
1212	0.08185826545
1213	0.08178818397
1214	0.08173485945
1215	0.08168105567
1216	0.08163155366
1217	0.08159058939
1218	0.08153390849
1219	0.08149022749
1220	0.08143520897
1221	0.08138059538
1222	0.08131668085
1223	0.08127962487
1224	0.08124809071
1225	0.08119122204
1226	0.08114324959
1227	0.081098743
1228	0.08105334841
1229	0.08098831308
1230	0.0809405457
1231	0.08079495216
1232	0.08075190911
1233	0.08071738254
1234	0.0806718994
1235	0.08059626623
1236	0.08054240683
1237	0.08050291309
1238	0.0804787594
1239	0.08041757105
1240	0.08037745528
1241	0.08033153119
1242	0.08028002351
1243	0.08019042127
1244	0.0801159338
1245	0.08005452127
1246	0.07998267268
1247	0.07991203998
1248	0.07984129394
1249	0.07980814899
1250	0.07975061311
1251	0.07970696951
1252	0.07965850654
1253	0.07958118095
1254	0.07952944941
1255	0.07947361382
1256	0.07940540517
1257	0.07936010547
1258	0.07925107454
1259	0.07920439511
1260	0.07914575491
1261	0.07908798393
1262	0.07905846707
1263	0.07902746369
1264	0.07899137587
1265	0.07893915091
1266	0.07888248685
1267	0.07884644949
1268	0.07880058756
1269	0.07874011112
1270	0.07870020312
1271	0.0786364838
1272	0.07857797013
1273	0.0785258628
1274	0.07848425331
1275	0.07842907825
1276	0.07838907236
1277	0.07836391469
1278	0.07832863176
1279	0.07828661964
1280	0.0782410208
1281	0.0781333475
1282	0.0780676518
1283	0.07799746611
1284	0.07792848037
1285	0.07782306028
1286	0.07778375028
1287	0.07772776082
1288	0.07766641045
1289	0.07764011221
1290	0.0775978612
1291	0.07754386791
1292	0.07747444393
1293	0.0774365058
1294	0.07739775478
1295	0.07735516979
1296	0.0772916041
1297	0.07723457193
1298	0.07719964342
1299	0.07712275906
1300	0.07704965663
1301	0.07701117269
1302	0.07695793416
1303	0.07690331633
1304	0.07686710647
1305	0.07681831252
1306	0.07677982711
1307	0.07668866607
1308	0.07664235422
1309	0.07659025595
1310	0.07657011408
1311	0.07651320185
1312	0.07632655112
1313	0.07627703843
1314	0.07623380561
1315	0.07618207127
1316	0.07614461838
1317	0.07610193525
1318	0.07604380608
1319	0.0760081936
1320	0.07592989529
1321	0.07588974171
1322	0.07581086934
1323	0.07574210693
1324	0.07570648016
1325	0.07567438769
1326	0.07562112978
1327	0.07556492246
1328	0.07554278965
1329	0.07548721095
1330	0.07542535586
1331	0.07537027461
1332	0.07532163386
1333	0.0752636906
1334	0.07519496331
1335	0.07514360644
1336	0.07509744357
1337	0.07504550069
1338	0.07501039142
1339	0.07493790212
1340	0.07491048231
1341	0.07484257857
1342	0.07476484222
1343	0.07471557465
1344	0.07466388817
1345	0.074612524
1346	0.07455176768
1347	0.07450174508
1348	0.07448025938
1349	0.07441747287
1350	0.07435601209
1351	0.07432861208
1352	0.07426648946
1353	0.07424163452
1354	0.07421348002
1355	0.07415900247
1356	0.07413656165
1357	0.07411258802
1358	0.07406705708
1359	0.07393860613
1360	0.07389237974
1361	0.07382710274
1362	0.07374747151
1363	0.07372404057
1364	0.07366144862
1365	0.07358356002
1366	0.07355596636
1367	0.07349196287
1368	0.07345877521
1369	0.07340600753
1370	0.0733405425
1371	0.07327464211
1372	0.07324930109
1373	0.07319864213
1374	0.07315763269
1375	0.07310911812
1376	0.07306263237
1377	0.07302413797
1378	0.07299231011
1379	0.07294619873
1380	0.07291168382
1381	0.07286993771
1382	0.07281802421
1383	0.07279612446
1384	0.0727638829
1385	0.07271552284
1386	0.07267756508
1387	0.0725739493
1388	0.07253643193
1389	0.07251018934
1390	0.07244947636
1391	0.07241972235
1392	0.0723939007
1393	0.07234871777
1394	0.07229697283
1395	0.07224831882
1396	0.07218365675
1397	0.07211164736
1398	0.07198714718
1399	0.07193391265
1400	0.07186588821
1401	0.07183186111
1402	0.07177164177
1403	0.07174257062
1404	0.07169065251
1405	0.07167006307
1406	0.07160701344
1407	0.0715577167
1408	0.07153194432
1409	0.071476803
1410	0.07144486187
1411	0.0714073648
1412	0.0713746426
1413	0.07134243561
1414	0.07130338783
1415	0.07126501487
1416	0.07122631668
1417	0.07119820467
1418	0.07115986143
1419	0.07111260989
1420	0.07106132547
1421	0.07102775325
1422	0.07098128282
1423	0.07095779018
1424	0.07090617642
1425	0.07085937
1426	0.07080072191
1427	0.07076980226
1428	0.07074579067
1429	0.07070374776
1430	0.07066183125
1431	0.07061736207
1432	0.07051737183
1433	0.07048291915
1434	0.07044755974
1435	0.07039234911
1436	0.07034745911
1437	0.07030351907
1438	0.07019465374
1439	0.07015342681
1440	0.07012605116
1441	0.07010767213
1442	0.07005190122
1443	0.06998882826
1444	0.06994805343
1445	0.06987435917
1446	0.06977779992
1447	0.06963351714
1448	0.06957864916
1449	0.06953503353
1450	0.0695009443
1451	0.06944118361
1452	0.06934990844
1453	0.06930373248
1454	0.06926740132
1455	0.06920605551
1456	0.06914426026
1457	0.06903938547
1458	0.06901609999
1459	0.06898112217
1460	0.06895424762
1461	0.06890831315
1462	0.06888119334
1463	0.0688567643
1464	0.06880580213
1465	0.06877584446
1466	0.06873964914
1467	0.06871212843
1468	0.06868576025
1469	0.06863627843
1470	0.06857498797
1471	0.06855450621
1472	0.06851268756
1473	0.06846274617
1474	0.06839898423
1475	0.06834048297
1476	0.06831994293
1477	0.06828204546
1478	0.06825102873
1479	0.06821907029
1480	0.06818798718
1481	0.06815920449
1482	0.06811067809
1483	0.06807077216
1484	0.06804696783
1485	0.06801034744
1486	0.06795784392
1487	0.06790907119
1488	0.0678905057
1489	0.06784280762
1490	0.06781365471
1491	0.06777266415
1492	0.06775497849
1493	0.06771964398
1494	0.06769090649
1495	0.06766940385
1496	0.06764672724
1497	0.0676171965
1498	0.06756942238
1499	0.0675378751
