iter	Passed	Remaining
399	4680	12871
400	4690	12856
401	4702	12843
402	4713	12831
403	4727	12823
404	4737	12809
405	4749	12796
406	4760	12785
407	4774	12778
408	4784	12761
409	4797	12753
410	4809	12742
411	4821	12732
412	4831	12717
413	4844	12707
414	4854	12692
415	4866	12680
416	4876	12666
417	4889	12657
418	4901	12646
419	4912	12632
420	4925	12622
421	4937	12611
422	4946	12594
423	4958	12583
424	4969	12570
425	4981	12558
426	4993	12547
427	5006	12539
428	5019	12531
429	5034	12528
430	5046	12515
431	5061	12512
432	5074	12503
433	5090	12503
434	5102	12492
435	5116	12484
436	5129	12477
437	5142	12468
438	5153	12454
439	5165	12444
440	5174	12426
441	5187	12416
442	5197	12401
443	5208	12387
444	5219	12373
445	5231	12364
446	5241	12347
447	5254	12338
448	5265	12324
449	5275	12310
450	5287	12297
451	5298	12285
452	5308	12268
453	5319	12256
454	5330	12241
455	5342	12231
456	5352	12216
457	5364	12204
458	5374	12189
459	5385	12177
460	5397	12164
461	5408	12151
462	5418	12137
463	5430	12125
464	5446	12123
465	5462	12120
466	5472	12105
467	5486	12099
468	5497	12085
469	5509	12073
470	5519	12057
471	5530	12045
472	5539	12028
473	5552	12018
474	5564	12006
475	5576	11997
476	5586	11980
477	5600	11973
478	5611	11961
479	5623	11950
480	5632	11932
481	5645	11924
482	5658	11915
483	5670	11902
484	5681	11890
485	5692	11877
486	5702	11862
487	5714	11851
488	5725	11838
489	5737	11827
490	5748	11813
491	5760	11802
492	5773	11792
493	5785	11781
494	5794	11765
495	5807	11755
496	5816	11738
497	5828	11726
498	5839	11714
499	5854	11708
500	5865	11694
501	5878	11686
502	5888	11671
503	5899	11659
504	5910	11645
505	5921	11633
506	5931	11617
507	5945	11609
508	5956	11596
509	5968	11586
510	5979	11572
511	5991	11562
512	6003	11550
513	6015	11538
514	6026	11526
515	6042	11522
516	6056	11515
517	6068	11505
518	6078	11488
519	6091	11479
520	6101	11465
521	6112	11452
522	6125	11442
523	6136	11430
524	6147	11416
525	6158	11403
526	6175	11401
527	6187	11391
528	6198	11376
529	6209	11364
530	6219	11350
531	6232	11340
532	6244	11329
533	6256	11317
534	6266	11303
535	6278	11292
536	6289	11279
537	6301	11268
538	6310	11251
539	6327	11248
540	6337	11234
541	6350	11223
542	6360	11209
543	6371	11197
544	6383	11185
545	6395	11173
546	6406	11160
547	6418	11149
548	6428	11136
549	6439	11122
550	6449	11108
551	6462	11099
552	6472	11083
553	6483	11071
554	6495	11060
555	6507	11048
556	6517	11034
557	6529	11022
558	6539	11008
559	6550	10995
560	6561	10981
561	6572	10969
562	6581	10953
563	6594	10944
564	6606	10932
565	6617	10920
566	6627	10906
567	6645	10903
568	6657	10893
569	6669	10881
570	6680	10869
571	6693	10860
572	6703	10845
573	6716	10835
574	6727	10823
575	6739	10811
576	6749	10797
577	6762	10786
578	6771	10771
579	6784	10760
580	6794	10746
581	6806	10736
582	6816	10722
583	6829	10712
584	6840	10699
585	6851	10686
586	6861	10672
587	6873	10661
588	6883	10647
589	6895	10634
590	6905	10620
591	6917	10610
592	6927	10596
593	6939	10585
594	6950	10571
595	6962	10560
596	6975	10551
597	6988	10541
598	6998	10526
599	7010	10515
600	7021	10502
601	7036	10495
602	7049	10486
603	7061	10474
604	7070	10460
605	7081	10447
606	7092	10433
607	7104	10422
608	7113	10407
609	7128	10400
610	7140	10389
611	7154	10380
612	7167	10371
613	7178	10358
614	7188	10345
615	7201	10335
616	7213	10323
617	7225	10312
618	7236	10299
619	7248	10288
620	7258	10274
621	7270	10263
622	7280	10249
623	7292	10237
624	7303	10224
625	7315	10214
626	7325	10199
627	7336	10187
628	7348	10175
629	7359	10163
630	7370	10150
631	7382	10139
632	7392	10125
633	7404	10113
634	7414	10100
635	7427	10090
636	7437	10076
637	7451	10068
638	7463	10055
639	7474	10044
640	7485	10030
641	7497	10019
642	7506	10005
643	7529	10008
644	7539	9993
645	7550	9982
646	7562	9970
647	7574	9959
648	7584	9944
649	7595	9933
650	7605	9919
651	7618	9908
652	7629	9896
653	7641	9884
654	7650	9870
655	7662	9858
656	7674	9846
657	7686	9836
658	7696	9822
659	7709	9811
660	7720	9799
661	7733	9789
662	7743	9775
663	7754	9763
664	7766	9752
665	7779	9742
666	7790	9729
667	7802	9717
668	7813	9705
669	7825	9694
670	7836	9681
671	7848	9670
672	7859	9657
673	7869	9644
674	7880	9632
675	7892	9620
676	7902	9607
677	7915	9596
678	7926	9584
679	7939	9574
680	7949	9560
681	7961	9548
682	7972	9536
683	7984	9525
684	7995	9512
685	8006	9500
686	8016	9486
687	8028	9475
688	8039	9462
689	8050	9450
690	8060	9436
691	8072	9425
692	8084	9414
693	8095	9402
694	8106	9389
695	8118	9378
696	8128	9364
697	8139	9351
698	8149	9338
699	8161	9326
700	8171	9314
701	8183	9302
702	8196	9292
703	8209	9282
704	8220	9270
705	8233	9259
706	8246	9249
707	8258	9237
708	8268	9225
709	8280	9213
710	8290	9199
711	8302	9189
712	8312	9175
713	8323	9163
714	8334	9150
715	8347	9139
716	8356	9125
717	8368	9114
718	8379	9102
719	8391	9091
720	8402	9078
721	8416	9068
722	8426	9056
723	8438	9044
724	8449	9031
725	8460	9019
726	8470	9006
727	8481	8994
728	8491	8981
729	8505	8971
730	8515	8958
731	8527	8946
732	8536	8932
733	8548	8921
734	8558	8908
735	8570	8896
736	8582	8884
737	8596	8876
738	8609	8865
739	8627	8861
740	8639	8849
741	8653	8840
742	8666	8829
743	8680	8820
744	8693	8810
745	8715	8808
746	8731	8801
747	8745	8792
748	8762	8785
749	8778	8778
750	8791	8768
751	8806	8759
752	8819	8749
753	8831	8737
754	8841	8724
755	8853	8712
756	8865	8701
757	8877	8690
758	8887	8676
759	8898	8664
760	8908	8651
761	8921	8640
762	8932	8627
763	8944	8616
764	8954	8603
765	8966	8592
766	8976	8579
767	8988	8567
768	8998	8553
769	9012	8544
770	9024	8533
771	9036	8521
772	9046	8508
773	9058	8496
774	9070	8484
775	9080	8472
776	9090	8458
777	9103	8447
778	9112	8433
779	9123	8421
780	9134	8409
781	9146	8398
782	9157	8385
783	9169	8373
784	9179	8361
785	9192	8350
786	9204	8338
787	9215	8326
788	9228	8315
789	9243	8307
790	9253	8294
791	9264	8281
792	9275	8269
793	9287	8258
794	9301	8248
795	9311	8235
796	9321	8222
797	9336	8213
798	9345	8199
799	9358	8188
800	9368	8175
801	9380	8163
802	9389	8150
803	9403	8140
804	9414	8127
805	9425	8115
806	9436	8103
807	9448	8091
808	9459	8079
809	9470	8067
810	9481	8055
811	9492	8043
812	9504	8031
813	9516	8019
814	9527	8007
815	9540	7997
816	9551	7984
817	9564	7974
818	9623	8001
819	9650	8003
820	9676	8002
821	9701	8002
822	9721	7997
823	9749	7998
824	9763	7988
825	9775	7976
826	9785	7962
827	9802	7955
828	9814	7943
829	9826	7932
830	9836	7918
831	9848	7907
832	9859	7894
833	9871	7883
834	9883	7870
835	9894	7859
836	9904	7845
837	9916	7833
838	9926	7820
839	9938	7808
840	9948	7795
841	9960	7783
842	9972	7772
843	9983	7760
844	9994	7747
845	10007	7736
846	10017	7722
847	10028	7710
848	10038	7697
849	10050	7685
850	10060	7672
851	10073	7661
852	10083	7648
853	10095	7636
854	10106	7624
855	10118	7612
856	10129	7600
857	10141	7588
858	10152	7575
859	10162	7563
860	10173	7550
861	10189	7541
862	10199	7528
863	10211	7516
864	10222	7504
865	10234	7492
866	10244	7479
867	10256	7467
868	10268	7456
869	10281	7445
870	10294	7434
871	10306	7422
872	10319	7411
873	10331	7399
874	10340	7386
875	10352	7374
876	10362	7360
877	10374	7349
878	10384	7336
879	10396	7324
880	10407	7312
881	10420	7301
882	10434	7290
883	10446	7279
884	10457	7266
885	10470	7255
886	10479	7242
887	10491	7230
888	10502	7218
889	10515	7207
890	10525	7194
891	10537	7182
892	10546	7168
893	10557	7156
894	10569	7144
895	10583	7134
896	10594	7122
897	10606	7110
898	10616	7097
899	10628	7085
900	10639	7073
901	10651	7061
902	10661	7048
903	10673	7036
904	10683	7024
905	10695	7012
906	10706	7000
907	10720	6989
908	10731	6976
909	10742	6964
910	10753	6952
911	10766	6941
912	10776	6928
913	10790	6918
914	10801	6905
915	10814	6894
916	10823	6881
917	10837	6870
918	10848	6858
919	10860	6846
920	10870	6833
921	10882	6821
922	10892	6809
923	10903	6797
924	10914	6784
925	10927	6773
926	10937	6760
927	10948	6748
928	10959	6736
929	10973	6725
930	10982	6712
931	10994	6700
932	11004	6687
933	11017	6676
934	11027	6663
935	11040	6652
936	11050	6639
937	11061	6627
938	11075	6616
939	11088	6605
940	11099	6593
941	11113	6583
942	11127	6572
943	11140	6561
944	11152	6549
945	11165	6538
946	11176	6526
947	11193	6517
948	11207	6507
949	11219	6495
950	11230	6483
951	11243	6472
952	11254	6459
953	11265	6447
954	11275	6434
955	11288	6423
956	11299	6411
957	11311	6399
958	11324	6388
959	11337	6377
960	11349	6365
961	11364	6355
962	11376	6343
963	11390	6333
964	11400	6320
965	11412	6308
966	11423	6296
967	11435	6284
968	11445	6272
969	11459	6261
970	11469	6248
971	11481	6237
972	11492	6224
973	11505	6213
974	11514	6200
975	11525	6187
976	11536	6175
977	11549	6164
978	11559	6151
979	11571	6140
980	11584	6128
981	11594	6116
982	11605	6103
983	11617	6091
984	11626	6078
985	11637	6066
986	11647	6053
987	11658	6041
988	11669	6029
989	11680	6017
990	11691	6004
991	11702	5992
992	11713	5980
993	11725	5969
994	11736	5956
995	11748	5944
996	11762	5934
997	11774	5922
998	11784	5910
999	11796	5898
1000	11807	5886
1001	11821	5875
1002	11833	5863
1003	11845	5851
1004	11857	5840
1005	11872	5829
1006	11884	5818
1007	11898	5807
1008	11908	5795
1009	11922	5784
1010	11933	5772
1011	11945	5760
1012	11955	5747
1013	11967	5735
1014	11979	5724
1015	11991	5712
1016	12000	5699
1017	12012	5687
1018	12022	5675
1019	12035	5663
1020	12046	5651
1021	12059	5640
1022	12068	5627
1023	12080	5615
1024	12091	5603
1025	12102	5591
1026	12112	5578
1027	12125	5567
1028	12135	5554
1029	12146	5542
1030	12159	5531
1031	12170	5519
1032	12183	5507
1033	12196	5496
1034	12206	5484
1035	12217	5472
1036	12228	5459
1037	12239	5447
1038	12249	5435
1039	12261	5423
1040	12271	5410
1041	12281	5398
1042	12293	5386
1043	12305	5374
1044	12315	5362
1045	12326	5350
1046	12338	5338
1047	12350	5326
1048	12361	5314
1049	12373	5302
1050	12384	5290
1051	12397	5279
1052	12409	5267
1053	12422	5256
1054	12431	5243
1055	12444	5232
1056	12454	5219
1057	12466	5207
1058	12475	5195
1059	12487	5183
1060	12499	5171
1061	12512	5160
1062	12523	5148
1063	12534	5136
1064	12552	5127
1065	12562	5114
1066	12574	5102
1067	12584	5090
1068	12596	5078
1069	12607	5066
1070	12619	5054
1071	12629	5042
1072	12640	5030
1073	12650	5017
1074	12663	5006
1075	12673	4994
1076	12686	4982
1077	12696	4970
1078	12707	4958
1079	12720	4946
1080	12731	4934
1081	12741	4922
1082	12753	4910
1083	12764	4898
1084	12775	4886
1085	12786	4874
1086	12798	4862
1087	12808	4850
1088	12821	4838
1089	12832	4826
1090	12848	4816
1091	12860	4804
1092	12872	4793
1093	12882	4780
1094	12894	4769
1095	12905	4757
1096	12918	4745
1097	12929	4733
1098	12944	4723
1099	12954	4710
1100	12968	4699
1101	12980	4687
1102	12991	4675
1103	13002	4663
1104	13013	4652
1105	13023	4639
1106	13035	4627
1107	13046	4615
1108	13056	4603
1109	13067	4591
1110	13079	4579
1111	13089	4567
1112	13100	4555
1113	13110	4542
1114	13122	4530
1115	13133	4519
1116	13145	4507
1117	13157	4495
1118	13168	4483
1119	13178	4471
1120	13191	4459
1121	13200	4447
1122	13211	4435
1123	13222	4423
1124	13234	4411
1125	13244	4399
1126	13257	4387
1127	13267	4375
1128	13279	4363
1129	13290	4351
1130	13302	4340
1131	13312	4327
1132	13324	4315
1133	13335	4304
1134	13348	4292
1135	13359	4280
1136	13371	4268
1137	13383	4257
1138	13394	4245
1139	13404	4233
1140	13416	4221
1141	13427	4209
1142	13441	4198
1143	13451	4186
1144	13463	4174
1145	13474	4162
1146	13486	4150
1147	13496	4138
1148	13508	4126
1149	13520	4115
1150	13532	4103
1151	13542	4090
1152	13555	4079
1153	13567	4067
1154	13578	4055
1155	13588	4043
1156	13601	4032
1157	13611	4020
1158	13623	4008
1159	13633	3996
1160	13648	3985
1161	13659	3973
1162	13671	3961
1163	13682	3949
1164	13694	3937
1165	13705	3925
1166	13717	3914
1167	13728	3902
1168	13741	3890
1169	13753	3879
1170	13765	3867
1171	13776	3855
1172	13789	3844
1173	13800	3832
1174	13811	3820
1175	13823	3808
1176	13835	3796
1177	13846	3784
1178	13857	3772
1179	13868	3760
1180	13882	3749
1181	13892	3737
1182	13906	3726
1183	13917	3714
1184	13933	3703
1185	13946	3692
1186	13958	3680
1187	13968	3668
1188	13982	3657
1189	13991	3644
1190	14003	3633
1191	14013	3620
1192	14024	3609
1193	14035	3597
1194	14047	3585
1195	14061	3574
1196	14072	3562
1197	14084	3550
1198	14097	3539
1199	14107	3526
1200	14120	3515
1201	14130	3503
1202	14144	3491
1203	14153	3479
1204	14165	3467
1205	14177	3456
1206	14188	3444
1207	14198	3432
1208	14210	3420
1209	14219	3408
1210	14231	3396
1211	14243	3384
1212	14257	3373
1213	14267	3361
1214	14278	3349
1215	14290	3337
1216	14302	3325
1217	14314	3314
1218	14324	3302
1219	14336	3290
1220	14346	3278
1221	14358	3266
1222	14368	3254
1223	14380	3242
1224	14390	3230
1225	14405	3219
1226	14416	3207
1227	14429	3196
1228	14439	3184
1229	14450	3172
1230	14463	3160
1231	14476	3149
1232	14486	3137
1233	14498	3125
1234	14512	3113
1235	14524	3102
1236	14535	3090
1237	14546	3078
1238	14557	3066
1239	14570	3055
1240	14580	3042
1241	14592	3031
1242	14603	3019
1243	14614	3007
1244	14626	2995
1245	14638	2984
1246	14650	2972
1247	14661	2960
1248	14671	2948
1249	14683	2936
1250	14693	2924
1251	14706	2913
1252	14719	2901
1253	14731	2889
1254	14742	2877
1255	14754	2866
1256	14765	2854
1257	14776	2842
1258	14786	2830
1259	14799	2818
1260	14808	2806
1261	14821	2795
1262	14831	2783
1263	14842	2771
1264	14853	2759
1265	14864	2747
1266	14875	2735
1267	14888	2723
1268	14899	2712
1269	14911	2700
1270	14921	2688
1271	14936	2677
1272	14948	2665
1273	14960	2653
1274	14970	2641
1275	14985	2630
1276	14997	2618
1277	15007	2606
1278	15018	2595
1279	15030	2583
1280	15043	2571
1281	15054	2559
1282	15066	2548
1283	15075	2536
1284	15086	2524
1285	15097	2512
1286	15108	2500
1287	15117	2488
1288	15129	2476
1289	15141	2464
1290	15153	2453
1291	15164	2441
1292	15175	2429
1293	15186	2417
1294	15199	2406
1295	15209	2394
1296	15220	2382
1297	15231	2370
1298	15242	2358
1299	15253	2346
1300	15264	2334
1301	15275	2323
1302	15288	2311
1303	15299	2299
1304	15311	2287
1305	15320	2275
1306	15332	2264
1307	15345	2252
1308	15359	2241
1309	15368	2229
1310	15379	2217
1311	15390	2205
1312	15402	2193
1313	15411	2181
1314	15422	2169
1315	15432	2157
1316	15444	2145
1317	15456	2134
1318	15468	2122
1319	15478	2110
1320	15490	2098
1321	15501	2087
1322	15515	2075
1323	15526	2063
1324	15538	2052
1325	15548	2040
1326	15560	2028
1327	15570	2016
1328	15581	2004
1329	15592	1993
1330	15604	1981
1331	15614	1969
1332	15625	1957
1333	15636	1945
1334	15647	1933
1335	15658	1922
1336	15670	1910
1337	15680	1898
1338	15695	1887
1339	15705	1875
1340	15717	1863
1341	15727	1851
1342	15739	1840
1343	15751	1828
1344	15762	1816
1345	15772	1804
1346	15786	1793
1347	15795	1781
1348	15806	1769
1349	15818	1757
1350	15831	1746
1351	15841	1734
1352	15853	1722
1353	15866	1710
1354	15876	1698
1355	15887	1687
1356	15900	1675
1357	15911	1663
1358	15922	1652
1359	15933	1640
1360	15944	1628
1361	15956	1616
1362	15966	1604
1363	15983	1593
1364	15999	1582
1365	16010	1570
1366	16021	1558
1367	16034	1547
1368	16043	1535
1369	16055	1523
1370	16065	1511
1371	16078	1500
1372	16092	1488
1373	16103	1476
1374	16113	1464
1375	16124	1453
1376	16136	1441
1377	16149	1429
1378	16159	1417
1379	16170	1406
1380	16180	1394
1381	16194	1382
1382	16203	1370
1383	16214	1359
1384	16227	1347
1385	16239	1335
1386	16249	1323
1387	16260	1312
1388	16271	1300
1389	16283	1288
1390	16295	1276
1391	16306	1265
1392	16316	1253
1393	16328	1241
1394	16340	1229
1395	16354	1218
1396	16364	1206
1397	16376	1194
1398	16386	1183
1399	16399	1171
1400	16410	1159
1401	16420	1147
1402	16430	1135
1403	16443	1124
1404	16452	1112
1405	16466	1100
1406	16478	1089
1407	16491	1077
1408	16504	1065
1409	16515	1054
1410	16526	1042
1411	16540	1030
1412	16552	1019
1413	16562	1007
1414	16572	995
1415	16584	983
1416	16593	971
1417	16607	960
1418	16620	948
1419	16631	937
1420	16642	925
1421	16654	913
1422	16664	901
1423	16676	890
1424	16686	878
1425	16698	866
1426	16710	854
1427	16723	843
1428	16734	831
1429	16745	819
1430	16756	807
1431	16767	796
1432	16777	784
1433	16789	772
1434	16800	760
1435	16811	749
1436	16824	737
1437	16836	725
1438	16845	714
1439	16857	702
1440	16869	690
1441	16885	679
1442	16896	667
1443	16907	655
1444	16919	644
1445	16931	632
1446	16942	620
1447	16952	608
1448	16964	597
1449	16973	585
1450	16985	573
1451	16996	561
1452	17007	550
1453	17021	538
1454	17033	526
1455	17043	515
1456	17055	503
1457	17067	491
1458	17081	480
1459	17091	468
1460	17103	456
1461	17114	444
1462	17126	433
1463	17138	421
1464	17150	409
1465	17163	398
1466	17176	386
1467	17187	374
1468	17201	363
1469	17214	351
1470	17227	339
1471	17238	327
1472	17253	316
1473	17267	304
1474	17288	293
1475	17300	281
1476	17312	269
1477	17322	257
1478	17334	246
1479	17346	234
1480	17358	222
1481	17368	210
1482	17380	199
1483	17391	187
1484	17404	175
1485	17415	164
1486	17427	152
1487	17435	140
1488	17448	128
1489	17460	117
1490	17472	105
1491	17481	93
1492	17493	82
1493	17504	70
1494	17515	58
1495	17527	46
1496	17539	35
1497	17550	23
1498	17562	11
1499	17574	0
